term_id,concept_id,source_term,preferred_id,variants,rejected,scope,register,status,evidence,notes
PC2E-TERM-0280,concept-nearest-hundredth,nearest hundredth,seperseratus terdekat,perseratus terdekat,,rounding,formal,accepted,"m49368 Example_04_08_01 and independent mathematical-language QA","Use seperseratus terdekat for rounding to two decimal places while preserving the source numerical precision."
PC2E-TERM-0281,concept-logarithmic-model,logarithmic model,model logaritma,model logaritmik,,statistical modeling,formal,accepted,"m49368 fs-id1137429 and independent semantic terminology QA","Use model logaritma for a model of the form y=a+b ln(x); retain model logaritmik as a recognized adjectival variant."
PC2E-TERM-0282,concept-logarithmic-regression,logarithmic regression,regresi logaritmik,regresi logaritma,,statistical modeling,formal,accepted,"m49368 fs-id1675578 and independent semantic terminology QA","Use regresi logaritmik for fitting y=a+b ln(x) to paired data; retain the calculator command LnReg literally."
PC2E-TERM-0283,concept-logarithmic-pattern,logarithmic pattern,pola logaritmik,pola logaritma,,statistical modeling and data recognition,formal,accepted,"m49368 fs-id1530388 and independent semantic QA","Use pola logaritmik when observed data exhibit rapid initial change followed by a slowing rate; this does not by itself establish a unique causal model."
PC2E-TERM-0284,concept-life-expectancy,life expectancy,harapan hidup,ekspektasi hidup,,demography medicine and statistical modeling,formal,accepted,"m49368 Example_04_08_02 and Indonesian field terminology QA","Use harapan hidup for the expected remaining length of life in learner-facing prose and table labels."
PC2E-TERM-0285,concept-nearest-tenth,nearest tenth,persepuluhan terdekat,sepersepuluh terdekat,,rounding,formal,accepted,"m49368 Example_04_08_02 and established Indonesian mathematics usage","Use persepuluhan terdekat for rounding to one decimal place; preserve the stated numerical precision."
PC2E-TERM-0286,concept-video-game,video game,gim video,permainan video,,applied statistical modeling,formal,accepted,"m49368 fs-id1338539 and current Indonesian usage","Use gim video in learner-facing prose; permainan video remains a clear variant."
PC2E-TERM-0287,concept-nearest-thousand,nearest thousand,ribuan terdekat,seribu terdekat,,rounding,formal,accepted,"m49368 fs-id1338539 and established Indonesian mathematics usage","Use ribuan terdekat for rounding a count to the nearest multiple of one thousand; localize 171,000 as 171.000."
PC2E-TERM-0288,concept-logistic-regression,logistic regression,regresi logistik,regresi logistik data,,statistical modeling,formal,accepted,"m49368 fs-id1454974 and established Indonesian statistics usage","Use regresi logistik for fitting the source's logistic growth curve y=c/(1+a e^(-bx)); do not confuse this textbook usage with binary-response logistic regression without context."
PC2E-TERM-0289,concept-upper-bound,upper bound,batas atas,batas atas fungsi,,bounded functions and models,formal,accepted,"m49368 fs-id1599403 and mathematical semantics QA","Use batas atas for the value no model output exceeds; in this positive-parameter logistic model the horizontal asymptote is y=c."
PC2E-TERM-0290,concept-logistic-pattern,logistic pattern,pola logistik,pola pertumbuhan logistik,,statistical modeling and data recognition,formal,accepted,"m49368 fs-id1361145 and independent semantic terminology QA","Use pola logistik when a scatterplot exhibits an S-shaped bounded-growth pattern suitable for testing with logistic regression; the visual pattern alone does not prove a causal model."
PC2E-TERM-0291,concept-mobile-cellular-subscriptions-per-100-people,mobile cellular subscriptions (per 100 people),langganan seluler per 100 penduduk,langganan telepon seluler per 100 penduduk,persentase penduduk dengan layanan seluler,telecommunications indicators and statistical modeling,formal,accepted,"World Bank indicator IT.CEL.SETS.P2 metadata and m49368 Example_04_08_03 independent QA","Use this term for subscription count multiplied by 100 and divided by population. It is not a percentage of distinct residents and may exceed 100 when people hold multiple subscriptions."
PC2E-TERM-0292,concept-harbor-seal,harbor seal,anjing laut pelabuhan,,,marine mammals and statistical modeling,formal,accepted,"m49368 fs-id1394388 and independent semantic terminology QA","Use anjing laut pelabuhan for the species/common-name reference in the Wadden Sea population dataset; retain ekor as the classifier for individual animals."
PC2E-TERM-0293,concept-nearest-whole-number,nearest whole number,bilangan bulat terdekat,bilangan bulat yang paling dekat,,rounding,formal,accepted,"m49368 fs-id1522159 and established Indonesian mathematics usage","Use bilangan bulat terdekat for rounding to zero decimal places; preserve the source's requested precision."
PC2E-TERM-0294,concept-equivalent-model,equivalent model,model ekuivalen,model yang setara,,mathematical modeling,formal,accepted,"m49368 fs-id1660230 and mathematical semantic QA","Use model ekuivalen only when the rewritten model has the same value for every admissible input."
PC2E-TERM-0295,concept-significant-digit,significant digit,angka penting,digit signifikan,,numerical precision,formal,accepted,"m49368 fs-id1660230 and established Indonesian mathematics usage","Use angka penting for significant figures or digits and retain the source's requested count."
PC2E-TERM-0296,concept-graphing-calculator,graphing calculator,kalkulator grafik,kalkulator penggambar grafik,,graphing technology,formal,accepted,"m49368 Technology exercises and established Indonesian mathematics usage","Use kalkulator grafik when the source explicitly names a calculator; retain perangkat grafik for a broader graphing utility."
PC2E-TERM-0297,concept-scatter-diagram,scatter diagram,diagram pencar,plot pencar,,statistics and data modeling,formal,accepted,"m49368 Technology exercises; aligned with PC2E-TERM-0129","Use diagram pencar consistently for both scatter diagram and scatter plot."
PC2E-TERM-0298,concept-regression-feature,regression feature,fitur regresi,fitur analisis regresi,,graphing technology,formal,accepted,"m49368 Technology exercises and prior regression workflow","Use fitur regresi for the calculator function that fits a selected regression model."
PC2E-TERM-0299,concept-intersect-feature,intersect feature,fitur perpotongan,fitur interseksi,,graphing technology,formal,accepted,"m49368 Technology exercises and mathematical-language QA","Use fitur perpotongan for the calculator command that numerically locates an intersection of two graphed relations."
PC2E-TERM-0300,concept-endangered-species,endangered species,spesies terancam punah,spesies terancam,,ecology and population modeling,formal,accepted,"m49368 fs-id1338707 and standard Indonesian conservation usage","Use spesies terancam punah when the source explicitly states endangered status; do not infer that status for other species."
PC2E-TERM-0301,concept-conjecture,conjecture,konjektur,dugaan,,mathematical reasoning,formal,accepted,"m49368 Extensions fs-id1435401 and standard Indonesian mathematical usage","Use konjektur for a mathematically motivated proposition that remains to be verified; use dugaan only in informal explanatory prose."
PC2E-TERM-0302,concept-decimal-place,decimal place,tempat desimal,posisi desimal,,numerical precision,formal,accepted,"m49368 Extensions fs-id1435401 and established Indonesian school mathematics usage","Use tempat desimal when specifying the number of digits retained to the right of the decimal separator."
PC2E-TERM-0303,concept-regression-curve,regression curve,kurva regresi,kurva hasil regresi,,regression modeling,formal,accepted,"m49368 Extensions solution eip-idm394837984","Use kurva regresi for the graph of a fitted regression formula."
